id,tipo_zona,frente_lote,calle,forma_lote,nombre_zona,tipo_edificio,estilo,calidad_gral,condicion_gral,año_construccion,calidad_exteriores,material_exteriores,condicion_exteriores,calidad_sotano,condicion_sotano,tipo_sotano,calefaccion,calidad_calefaccion,aire_acondicionado,baños_completos,baños_medios,recamaras_sup,calidad_cocina,cuartos_sup,tipo_garage,terminado_garage,num_coches,calidad_garage,condicion_garage,año_venta,mes_venta,tipo_venta,condicion_venta,lat,long,area_sotano_m2,area_1er_piso_m2,area_2o_piso_m2,area_hab_m2,area_garage_m2,area_lote_m2,precio_miles,valor_misc_miles,precio_m2_miles
845,RM,100,Pave,IR1,OldTown,1Fam,1.5Fin,5,8,1915,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Gd,Y,1,1,4,TA,7,Detchd,Unf,3,TA,TA,2008,6,WD,Normal,42.028863,-93.615497,81.383028,81.383028,50.16762,131.550648,66.89016,1176.616495,153.9,0,1.1698916146730043
846,RL,NA,Pave,IR1,Sawyer,1Fam,SFoyer,5,5,1975,TA,HdBoard,TA,Gd,TA,ALQ,GasA,TA,Y,2,0,3,TA,6,Basment,Fin,2,TA,TA,2007,1,WD,Normal,42.033611,-93.669348,129.13517,158.028003,0,158.028003,56.763733,1546.556241,171,0,1.0820866982670152
847,RL,75,Pave,Reg,SawyerW,1Fam,2Story,7,5,1993,Gd,HdBoard,TA,Gd,TA,ALQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,Unf,2,TA,TA,2009,7,WD,Normal,42.03554,-93.685131,68.74822,93.460418,71.442407,164.902825,39.483775,865.577251,213,0,1.2916698061418899
848,RL,36,Pave,IR1,CollgCr,1Fam,1Story,5,6,1972,TA,HdBoard,TA,TA,TA,BLQ,GasA,Ex,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2009,8,WD,Normal,42.021051,-93.685643,80.268192,80.268192,0,80.268192,31.401214,1442.133269,133.5,0,1.6631743742278386
849,RL,75,Pave,IR2,ClearCr,1Fam,1.5Fin,6,8,1908,TA,Wd Sdng,TA,TA,TA,Unf,GasA,TA,Y,3,0,5,TA,10,Detchd,Unf,2,Fa,TA,2008,9,WD,Normal,42.025425,-93.675741,84.263021,121.424221,97.641053,219.065274,33.44508,4236.3768,240,0,1.0955638728938846
850,RL,80,Pave,Reg,Veenker,1Fam,SLvl,6,7,1976,Gd,Plywood,Gd,TA,TA,Unf,GasA,Ex,Y,2,1,3,TA,7,Attchd,RFn,2,TA,TA,2007,8,WD,Normal,42.040106,-93.657032,49.052784,101.635882,70.699183,172.335065,47.566336,891.8688,187,0,1.08509547955316
851,RM,36,Pave,Reg,CollgCr,TwnhsE,1Story,6,5,2003,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,1,0,1,Gd,3,Attchd,Fin,2,TA,TA,2007,11,WD,Normal,42.021051,-93.685643,78.781744,78.781744,0,78.781744,39.01926,412.024805,131.5,0,1.6691684306963297
852,RL,NA,Pave,Reg,Blmngtn,TwnhsE,1Story,8,5,2003,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,2,Gd,7,Attchd,Fin,2,TA,TA,2006,5,WD,Normal,42.062806,-93.639963,118.265519,135.266768,0,135.266768,37.1612,296.917988,215,0,1.5894517417611396
853,RL,53,Pave,Reg,Crawfor,1Fam,2.5Unf,7,5,1941,TA,MetalSd,Gd,TA,TA,Rec,GasA,Gd,Y,2,0,4,TA,7,Detchd,Unf,1,TA,TA,2007,8,WD,Normal,42.025949,-93.620215,85.284954,85.284954,67.633384,152.918338,22.29672,662.212584,164,0,1.0724678422806295
854,RL,NA,Pave,IR1,NAmes,1Fam,SLvl,6,6,1964,TA,MetalSd,Gd,TA,TA,Rec,GasA,TA,Y,1,1,3,TA,7,Attchd,RFn,2,TA,TA,2009,8,WD,Normal,42.042966,-93.613556,104.701681,134.244835,0,134.244835,59.922435,1123.661785,158,0,1.1769540332780775
855,RL,102,Pave,Reg,Sawyer,1Fam,1Story,5,4,1955,TA,Wd Sdng,TA,TA,TA,ALQ,GasA,TA,Y,1,1,3,TA,6,Attchd,Unf,2,TA,TA,2006,7,WD,Abnorml,42.033611,-93.669348,163.787989,165.274437,0,165.274437,42.177962,1664.82176,170,0,1.0285922196183308
856,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,8,1962,TA,HdBoard,Gd,TA,TA,ALQ,GasA,Ex,Y,1,1,3,TA,6,Detchd,Unf,1,TA,TA,2010,4,WD,Normal,42.033611,-93.669348,96.61912,96.61912,0,96.61912,24.15478,640.751991,127,0,1.3144396264424683
857,RL,NA,Pave,IR1,CollgCr,1Fam,SLvl,6,6,1978,TA,Plywood,TA,Gd,Gd,GLQ,GasA,TA,Y,1,0,3,TA,5,Detchd,Unf,2,TA,Fa,2008,10,WD,Normal,42.021051,-93.685643,87.32882,95.318478,0,95.318478,53.512128,1019.14591,147,0,1.5421983552863696
858,RL,65,Pave,Reg,Gilbert,1Fam,2Story,6,5,1994,TA,HdBoard,TA,Gd,TA,Unf,GasA,Gd,Y,2,1,3,TA,6,Attchd,Fin,2,TA,TA,2009,3,WD,Normal,42.027885,-93.615692,65.217906,65.217906,72.371437,137.58934299999999,31.865728999999998,754.836875,174,0,1.2646328284306148
859,RL,80,Pave,Reg,NWAmes,1Fam,1Story,7,5,1976,TA,HdBoard,TA,Gd,TA,Unf,GasA,TA,Y,2,0,3,TA,6,Attchd,RFn,2,TA,TA,2009,6,WD,Family,42.051321,-93.633798,101.26427,127.27711,0,127.27711,44.500537,966.1912,152,0,1.194244589620239
860,RL,NA,Pave,IR1,NWAmes,1Fam,2Story,6,7,1968,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,2,1,4,Gd,9,Attchd,Unf,2,TA,TA,2006,8,WD,Normal,42.051321,-93.633798,97.919762,140.469336,106.095226,246.564562,57.506957,1024.627187,250,0,1.0139332188378312
861,RL,55,Pave,Reg,Crawfor,1Fam,1.5Fin,7,8,1918,Gd,Wd Sdng,TA,TA,TA,Unf,GasA,Gd,Y,1,1,3,Gd,7,Detchd,Unf,1,TA,TA,2007,6,WD,Normal,42.025949,-93.620215,84.727536,84.727536,47.752142,132.479678,20.067048,709.964726,189.95,0,1.4338048134446701
862,RL,75,Pave,Reg,Sawyer,2fmCon,1Story,5,4,1965,TA,Plywood,TA,TA,TA,BLQ,GasA,Ex,Y,1,1,3,TA,6,Attchd,Unf,2,TA,TA,2010,4,WD,Normal,42.033611,-93.669348,96.526217,96.526217,0,96.526217,46.823112,1079.997375,131.5,0,1.3623241859773703
863,RL,81,Pave,Reg,SawyerW,1Fam,1Story,6,5,1984,TA,HdBoard,TA,Gd,TA,GLQ,GasA,TA,Y,2,0,3,TA,6,Attchd,Unf,2,TA,TA,2010,5,WD,Normal,42.03554,-93.685131,96.61912,101.914591,0,101.914591,44.59344,898.557816,152,0,1.4914449296077732
864,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,5,1959,TA,BrkFace,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2009,7,WD,Normal,42.042966,-93.613556,106.652644,106.652644,0,106.652644,62.430816,736.813693,132.5,0,1.2423508225450088
865,FV,72,Pave,Reg,Somerst,1Fam,1Story,7,5,2007,Gd,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Fin,2,TA,TA,2008,5,New,Partial,42.052191,-93.643479,127.46291599999999,127.46291599999999,0,127.46291599999999,49.145687,802.68192,250.58,0,1.965905126476159
866,RL,NA,Pave,IR1,NAmes,1Fam,1Story,5,6,1970,TA,MetalSd,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,Detchd,Unf,2,TA,TA,2009,8,WD,Normal,42.042966,-93.613556,93.088806,93.088806,0,93.088806,83.798506,812.90125,148.5,0,1.595250883333921
867,RL,67,Pave,IR1,Timber,1Fam,1Story,8,5,2006,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,3,TA,TA,2007,11,New,Partial,41.998132,-93.648335,152.175114,152.918338,0,152.918338,80.82561,989.974368,248.9,0,1.6276661338027358
868,RL,85,Pave,Reg,Sawyer,1Fam,1Story,4,5,1961,TA,VinylSd,TA,TA,TA,ALQ,GasA,TA,Y,1,1,3,Fa,5,Attchd,RFn,2,TA,TA,2007,5,WD,Normal,42.033611,-93.669348,96.61912,104.05136,0,104.05136,50.539232,647.53391,129,0.4,1.239772358573689
869,RL,NA,Pave,IR2,Gilbert,1Fam,2Story,5,6,1948,TA,Plywood,TA,NA,NA,NA,GasA,Gd,Y,2,0,2,TA,7,Attchd,Unf,2,TA,TA,2006,5,WD,Normal,42.027885,-93.615692,0,143.720941,66.89016,215.53496,62.430816,1371.434086,169,0,0.7840955360559604
870,RL,80,Pave,Reg,SawyerW,1Fam,2Story,7,5,1993,Gd,MetalSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,Attchd,Fin,2,TA,TA,2010,6,WD,Normal,42.03554,-93.685131,97.54814999999999,98.662986,82.404961,181.067947,53.326322,923.270014,236,0,1.3033781180497948
871,RL,60,Pave,Reg,NAmes,1Fam,1Story,5,5,1962,TA,MetalSd,TA,TA,TA,Unf,GasA,Gd,N,1,0,2,TA,5,Detchd,Unf,1,TA,TA,2009,8,WD,Normal,42.042966,-93.613556,83.055282,83.055282,0,83.055282,28.614124,613.1598,109.5,0,1.318398991168316
872,RL,70,Pave,Reg,CollgCr,1Fam,2Story,6,5,1998,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2010,6,WD,Normal,42.021051,-93.685643,74.694012,74.694012,81.568834,156.262846,48.588269,812.90125,200.5,0,1.2830945111546221
873,RL,74,Pave,Reg,NAmes,1Fam,1Story,5,7,1953,Gd,WdShing,TA,TA,TA,Unf,GasA,Gd,Y,1,0,3,Gd,5,Attchd,Unf,2,TA,TA,2008,10,WD,Normal,42.042966,-93.613556,9.754815,84.54173,0,84.54173,38.461842,826.093476,116,0,1.3721034570738024
874,RL,60,Pave,Reg,NAmes,1Fam,1Story,5,7,1949,Gd,HdBoard,TA,TA,TA,Rec,GasA,Gd,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2009,9,WD,Normal,42.042966,-93.613556,77.295296,96.247508,0,117.801004,26.756064,1128.214032,133,0,1.1290226354946855
875,RM,52,Pave,Reg,OldTown,1Fam,1.5Fin,5,6,1941,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Ex,Y,1,1,3,TA,5,Detchd,Unf,1,TA,TA,2009,8,WD,Abnorml,42.028863,-93.615497,62.802428,62.802428,42.270865,105.07329299999999,18.5806,531.40516,66.5,0,0.6328915569439706
876,FV,75,Pave,Reg,Somerst,1Fam,2Story,8,5,2007,Gd,CemntBd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Ex,11,BuiltIn,Fin,2,TA,TA,2007,8,New,Partial,42.052191,-93.643479,109.997152,109.997152,132.479678,242.47683,51.09665,836.127,303.477,0,1.2515711294971976
877,RL,94,Pave,Reg,Mitchel,1Fam,1Story,4,5,1963,TA,HdBoard,TA,TA,TA,ALQ,GasA,Gd,Y,1,0,3,TA,5,Attchd,Unf,2,TA,TA,2007,1,WD,Normal,42.031307,-93.626967,98.848792,96.61912,0,96.61912,60.201144,2349.145258,132.25,0,1.3687766976143025
878,RL,74,Pave,Reg,NridgHt,1Fam,2Story,9,5,2004,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,4,Ex,10,Attchd,Fin,3,TA,TA,2009,6,WD,Normal,42.060356,-93.657107,135.824186,135.824186,70.792086,206.616272,68.562414,820.705102,350,0,1.6939614514001105
879,RL,88,Pave,IR1,Sawyer,1Fam,SFoyer,5,7,1961,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,0,3,Gd,6,Detchd,Unf,2,TA,TA,2010,6,WD,Normal,42.033611,-93.669348,103.029427,107.302965,0,107.302965,53.512128,1094.583146,148,0.4,1.3792722316666646
880,RL,NA,Pave,IR1,CollgCr,1Fam,1Story,5,8,1978,Gd,VinylSd,Gd,TA,TA,ALQ,GasA,Ex,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2009,7,WD,Normal,42.021051,-93.685643,80.268192,80.268192,0,80.268192,31.215408,650.321,136.5,0,1.7005490792666664
881,RL,60,Pave,Reg,Edwards,1Fam,1Story,5,5,2005,TA,VinylSd,TA,Ex,Gd,ALQ,GasA,Gd,Y,1,1,2,TA,5,Attchd,Fin,2,TA,TA,2007,6,WD,Normal,42.0228,-93.66304,101.26427,101.26427,0,101.26427,41.80635,652.550672,157,0,1.550398773427192
882,RL,44,Pave,IR1,Timber,1Fam,1.5Fin,7,5,1990,Gd,HdBoard,Gd,Gd,TA,LwQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2007,4,WD,Normal,41.998132,-93.648335,107.395868,110.275861,49.23859,159.514451,37.1612,1278.159474,187.5,0,1.1754420920772877
883,RL,NA,Pave,IR1,Gilbert,1Fam,2Story,6,5,1992,TA,VinylSd,TA,Gd,TA,Unf,GasA,Gd,Y,2,1,3,TA,7,BuiltIn,RFn,2,TA,TA,2009,12,WD,Normal,42.027885,-93.615692,75.065624,75.065624,72.928855,147.994479,36.139267,895.213308,178,0,1.2027475700630696
884,RL,60,Pave,Reg,SWISU,1Fam,2.5Fin,4,5,1912,Gd,Wd Sdng,TA,TA,Fa,Unf,GasA,TA,N,1,0,5,TA,10,Detchd,Unf,1,TA,Gd,2006,3,WD,Normal,42.017578,-93.651283,73.857885,88.629462,73.857885,207.17369,40.87732,576.370212,118.5,0,0.5719838267108145
885,RL,65,Pave,Reg,NAmes,1Fam,1Story,5,5,1967,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,Attchd,RFn,1,TA,TA,2009,7,WD,Normal,42.042966,-93.613556,82.869476,82.869476,0,82.869476,26.756064,664.25645,100,0,1.20671693398906
886,FV,50,Pave,IR1,Somerst,TwnhsE,1Story,9,5,1999,Gd,MetalSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,5,Attchd,Fin,2,TA,TA,2008,1,CWD,Abnorml,42.052191,-93.643479,157.749294,158.771227,0,158.771227,47.008918,475.570457,328.9,0,2.0715340317928006
887,RL,70,Pave,Reg,NAmes,Duplex,1Story,5,5,1959,TA,MetalSd,TA,TA,TA,LwQ,GasA,Ex,Y,2,0,4,TA,8,Attchd,Fin,2,TA,TA,2006,6,WD,Family,42.042966,-93.613556,151.060278,159.049936,0,159.049936,54.626964,779.734879,145,0,0.9116633659003799
888,RL,59,Pave,IR1,Edwards,1Fam,1.5Fin,5,7,1955,TA,MetalSd,Gd,TA,TA,Unf,GasA,TA,Y,1,1,3,TA,8,Attchd,Unf,1,TA,TA,2008,4,WD,Normal,42.0228,-93.66304,75.808848,81.011416,48.402463,129.413879,27.8709,1529.740798,135.5,0,1.0470283484818501
889,RL,95,Pave,IR1,NAmes,1Fam,1Story,8,6,1970,Gd,Wd Sdng,Gd,TA,Gd,ALQ,GasA,Ex,Y,2,0,4,Gd,8,Attchd,Unf,2,TA,TA,2007,10,WD,Normal,42.042966,-93.613556,205.965951,205.965951,0,205.965951,57.692763,1473.906095,268,0,1.3011859421366205
890,RL,128,Pave,Reg,NAmes,1Fam,1Story,6,4,1953,TA,Wd Sdng,TA,TA,TA,BLQ,GasA,Ex,Y,1,0,2,TA,6,Attchd,RFn,2,TA,TA,2009,2,WD,Normal,42.042966,-93.613556,139.819015,139.819015,0,139.819015,46.916015,1129.70048,149.5,0,1.0692394020942
891,RL,60,Pave,Reg,NAmes,1Fam,1.5Fin,5,7,1949,TA,MetalSd,Gd,TA,TA,Unf,GasA,Ex,Y,1,0,3,TA,6,Detchd,Unf,2,TA,TA,2007,7,WD,Normal,42.042966,-93.613556,62.430816,62.430816,23.411556,85.842372,53.512128,749.169792,122.9,2,1.4316938958769687
892,RL,70,Pave,Reg,Sawyer,1Fam,2Story,6,5,1978,TA,HdBoard,TA,TA,TA,LwQ,GasA,Gd,Y,2,1,3,TA,7,Attchd,RFn,2,TA,TA,2009,7,WD,Normal,42.033611,-93.669348,85.284954,85.284954,71.070795,156.355749,40.87732,1039.027152,172.5,0,1.103253325210319
893,RL,70,Pave,Reg,Sawyer,1Fam,1Story,6,8,1963,TA,HdBoard,TA,TA,TA,GLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,RFn,1,TA,TA,2006,2,WD,Normal,42.033611,-93.669348,98.384277,99.220404,0,99.220404,24.526392,781.685842,154.5,0,1.5571393964491416
894,RL,NA,Pave,Reg,Sawyer,1Fam,1Story,5,5,1954,TA,Wd Sdng,TA,Gd,TA,BLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2008,6,WD,Normal,42.033611,-93.669348,128.484849,128.484849,0,128.484849,32.887662,1234.123452,165,0,1.2841981080586398
895,RL,64,Pave,Reg,SawyerW,Duplex,1Story,5,5,1979,TA,Plywood,TA,NA,NA,NA,GasA,TA,Y,2,0,4,TA,8,Attchd,Unf,2,TA,TA,2009,6,WD,Alloca,42.03554,-93.685131,0,142.60610499999999,0,142.60610499999999,37.1612,651.993254,118.858,0,0.8334706287644559
896,RL,71,Pave,Reg,NAmes,1Fam,2Story,6,5,1963,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,1,4,TA,8,Attchd,RFn,2,TA,TA,2008,10,WD,Normal,42.042966,-93.613556,72.46433999999999,91.323649,75.530139,166.853788,44.872149,655.523568,140,0,0.8390579661278053
897,RM,50,Pave,Reg,IDOTRR,1Fam,1Story,4,6,1936,TA,Wd Sdng,TA,TA,TA,ALQ,GasA,Ex,N,1,0,2,TA,6,Detchd,Unf,1,TA,TA,2006,4,WD,Abnorml,42.019208,-93.623401,88.350753,88.350753,0,88.350753,30.379281,814.294795,106.5,0,1.2054226634604914
898,RL,64,Pave,Reg,SawyerW,Duplex,2Story,5,5,1979,TA,Plywood,TA,NA,NA,NA,GasA,TA,Y,2,0,6,TA,12,Detchd,Unf,2,TA,TA,2009,6,WD,Alloca,42.03554,-93.685131,0,104.05136,104.05136,208.10272,49.052784,651.993254,142.953,0,0.6869347983534285
899,RL,100,Pave,IR1,NridgHt,1Fam,1Story,9,5,2009,Ex,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,2,Ex,11,Attchd,Fin,3,TA,TA,2010,3,New,Partial,42.060356,-93.657107,216.46399,219.622692,0,219.622692,76.18046,1200.213857,611.657,0,2.7850355281138257
900,RL,65,Pave,Reg,Sawyer,1Fam,1Story,5,7,1961,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2006,6,WD,Normal,42.033611,-93.669348,84.727536,114.828108,0,114.828108,26.756064,649.670679,135,0,1.1756703332602154
901,RL,NA,Pave,IR1,NAmes,1Fam,1Story,4,6,1971,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,0,2,TA,4,Detchd,Unf,1,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,79.710774,79.710774,0,79.710774,63.545652,681.90802,110,0,1.3799891091259509
902,RL,64,Pave,IR1,NAmes,1Fam,1Story,5,7,1957,TA,MetalSd,Gd,TA,TA,BLQ,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,1,TA,TA,2009,5,WD,Normal,42.042966,-93.613556,92.159776,121.331318,0,121.331318,70.234668,809.370936,153,0,1.2610099562258115
903,RL,63,Pave,Reg,Gilbert,1Fam,2Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,8,Attchd,Fin,2,TA,TA,2006,7,WD,Normal,42.027885,-93.615692,72.743049,74.97272099999999,65.217906,140.190627,36.510879,731.611125,180,0,1.2839660100814014
904,RL,50,Pave,IR1,Gilbert,1Fam,1Story,7,5,2006,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2006,8,New,Partial,42.027885,-93.615692,155.14801,155.14801,0,155.14801,64.10307,1380.445677,240,0,1.5469099474753172
905,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,6,1967,TA,HdBoard,TA,TA,TA,GLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2007,8,WD,Normal,42.033611,-93.669348,81.383028,83.798506,0,83.798506,26.756064,573.490219,125.5,0,1.4976400653252695
906,RL,80,Pave,Reg,NAmes,1Fam,1Story,5,5,1954,TA,HdBoard,TA,TA,TA,Rec,GasA,TA,Y,1,0,3,TA,6,Attchd,RFn,1,TA,TA,2010,2,WD,Normal,42.042966,-93.613556,98.105568,98.755889,0,98.755889,26.01284,921.59776,128,0,1.2961252366428497
907,RL,116,Pave,IR1,Somerst,1Fam,1Story,8,5,2006,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,8,Attchd,RFn,3,TA,TA,2007,6,WD,Normal,42.052191,-93.643479,150.781569,151.989308,0,151.989308,80.361095,1254.283403,255,0,1.6777495953860124
908,RL,86,Pave,IR1,Crawfor,1Fam,1.5Fin,7,7,1936,Gd,BrkFace,TA,Gd,TA,Rec,GasA,Gd,Y,1,1,3,Gd,6,Attchd,Fin,1,Fa,TA,2006,6,WD,Normal,42.025949,-93.620215,94.482351,94.76106,96.340411,191.101471,16.72254,1068.3845,250,0,1.308205523964805
909,RL,NA,Pave,IR1,Mitchel,1Fam,1Story,5,5,1983,TA,HdBoard,TA,Gd,TA,BLQ,GasA,TA,Y,1,0,2,TA,5,Attchd,Unf,2,TA,TA,2006,6,WD,Normal,42.031307,-93.626967,80.268192,83.798506,0,83.798506,44.965052,825.443155,131,0,1.563273693686138
910,RL,149,Pave,IR2,Gilbert,1Fam,2Story,6,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,8,Attchd,Fin,2,TA,TA,2009,6,WD,Normal,42.027885,-93.615692,68.934026,68.934026,68.934026,137.868052,36.232169999999996,1169.555867,174,0,1.2620762930631673
911,RL,80,Pave,Reg,NAmes,Duplex,2Story,5,5,1960,TA,MetalSd,TA,TA,TA,Rec,GasA,TA,Y,2,0,5,TA,12,Detchd,Unf,2,TA,TA,2010,1,WD,Normal,42.042966,-93.613556,102.657815,102.657815,108.603607,211.261422,44.59344,1077.6748,154.3,0,0.7303747108168192
912,RL,NA,Pave,IR1,CollgCr,1Fam,1Story,5,7,1977,TA,HdBoard,TA,Gd,Gd,ALQ,GasA,TA,Y,1,1,3,Gd,5,Detchd,Unf,1,TA,TA,2009,10,WD,Normal,42.021051,-93.685643,117.801004,117.801004,0,117.801004,23.411556,862.697258,143.5,0,1.2181560014547923
913,RM,51,Pave,Reg,BrkSide,1Fam,1Story,5,7,1925,TA,MetalSd,TA,TA,TA,Rec,GasA,TA,N,1,0,3,TA,6,Detchd,Unf,1,TA,TA,2006,7,WD,Abnorml,42.03359,-93.627552,71.349504,94.296545,0,94.296545,41.80635,568.56636,88,0.62,0.933226132516308
914,RH,82,Pave,Reg,Crawfor,Duplex,2Story,5,6,1949,TA,MetalSd,TA,TA,TA,BLQ,GasA,TA,N,2,0,4,TA,8,2Types,Unf,3,TA,TA,2007,8,WD,Normal,42.025949,-93.620215,92.995903,92.995903,92.995903,185.991806,80.918513,582.50181,145,0,0.7796042369737515
915,FV,30,Pave,Reg,Somerst,TwnhsE,2Story,6,5,2009,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,2,Gd,4,Detchd,RFn,2,TA,TA,2009,6,New,Partial,42.052191,-93.643479,56.856636,56.856636,56.856636,113.713272,49.052784,278.709,173.733,0,1.5278163836495708
916,RM,21,Pave,Reg,MeadowV,Twnhs,2Story,4,5,1970,TA,CemntBd,TA,TA,TA,Unf,GasA,Fa,Y,1,1,3,TA,6,Attchd,Unf,1,TA,TA,2007,1,WD,Normal,41.991866,-93.602441,50.725038,50.725038,50.725038,101.450076,26.570258,185.898903,75,0,0.7392798798889022
917,C (all),50,Pave,Reg,IDOTRR,1Fam,1Story,2,3,1949,TA,AsbShng,TA,TA,TA,BLQ,GasA,TA,N,0,0,1,TA,4,Detchd,Unf,1,TA,TA,2006,10,WD,Abnorml,42.019208,-93.623401,44.59344,44.59344,0,44.59344,28.614124,836.127,35.311,0,0.7918429257756298
918,RL,NA,Pave,Reg,Edwards,1Fam,1Story,4,6,1956,TA,VinylSd,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,3,TA,6,Attchd,RFn,1,TA,TA,2009,4,WD,Normal,42.0228,-93.66304,105.352002,114.177787,0,114.177787,26.384452,1592.35742,135,0,1.1823665841412745
919,RL,103,Pave,IR1,SawyerW,1Fam,2Story,7,5,1991,Gd,HdBoard,TA,Ex,TA,BLQ,GasA,Ex,Y,2,1,4,Gd,8,Attchd,RFn,3,TA,TA,2007,11,WD,Normal,42.03554,-93.685131,102.56491199999999,84.727536,112.877145,197.604681,77.388199,1219.351875,238,0,1.2044249093471626
920,RL,87,Pave,IR1,NAmes,1Fam,1Story,6,8,1958,Ex,MetalSd,TA,Gd,TA,ALQ,GasA,Ex,Y,1,0,3,TA,6,Attchd,Unf,2,TA,TA,2008,5,WD,Normal,42.042966,-93.613556,109.997152,131.364842,0,131.364842,55.834703,1024.627187,176.5,0,1.343586284677296
921,RL,70,Pave,IR1,SawyerW,1Fam,2Story,6,5,1994,Gd,HdBoard,Gd,Gd,Gd,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2007,7,WD,Normal,42.03554,-93.685131,86.213984,86.957208,72.928855,159.886063,43.757312999999996,786.145186,201,0,1.2571452209690097
922,RL,67,Pave,Reg,Edwards,Duplex,1.5Fin,5,7,1900,TA,MetalSd,TA,TA,TA,ALQ,GasA,Gd,Y,2,2,4,TA,9,NA,NA,0,NA,NA,2008,9,WD,Normal,42.0228,-93.66304,118.172616,118.172616,86.213984,204.3866,0,815.409631,145.9,0,0.7138432754397794
923,RL,65,Pave,Reg,Gilbert,1Fam,1Story,6,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Fin,2,TA,TA,2006,10,New,Partial,42.027885,-93.615692,122.260348,122.260348,0,122.260348,36.882491,951.048011,169.99,0,1.390393555889437
924,RL,50,Pave,Reg,SawyerW,TwnhsE,1Story,6,5,1993,Gd,Plywood,TA,Gd,TA,LwQ,GasA,Ex,Y,2,0,2,Gd,5,Attchd,RFn,2,TA,TA,2008,7,WD,Normal,42.03554,-93.685131,149.016412,150.224151,0,150.224151,49.517299,744.338836,193,0,1.2847468181064974
925,RL,79,Pave,Reg,NWAmes,1Fam,1Story,6,6,1980,TA,Plywood,Gd,Gd,TA,BLQ,GasA,TA,Y,2,0,3,TA,7,Attchd,Unf,2,TA,TA,2006,5,WD,Normal,42.051321,-93.633798,156.634458,156.634458,0,156.634458,56.856636,951.32672,207.5,0,1.3247404348282037
926,RL,NA,Pave,IR1,NWAmes,1Fam,1Story,5,6,1977,TA,VinylSd,TA,Gd,TA,ALQ,GasA,TA,Y,2,0,3,Ex,6,Attchd,RFn,2,TA,TA,2008,3,WD,Abnorml,42.051321,-93.633798,104.608778,104.608778,0,104.608778,50.16762,1450.308733,175,0,1.6728997637272849
